"location","date","age_group","target","value"
"36","2023-12-02","5-64","cum hosp",436.193553
"41","2023-12-02","5-64","cum hosp",36.791023
"47","2023-12-02","5-64","cum hosp",129.045957
"49","2023-12-02","5-64","cum hosp",19.241865
"US","2023-12-02","5-64","cum hosp",5828.332681
"49","2023-12-09","0.5-0.99","cum hosp",21.238945
"47","2023-12-09","0.5-0.99","cum hosp",53.92652
"41","2023-12-09","0.5-0.99","cum hosp",16.236066
"36","2023-12-09","0.5-0.99","cum hosp",314.173398
"35","2023-12-09","0.5-0.99","cum hosp",60.26119
"27","2023-12-09","0.5-0.99","cum hosp",98.621865
"26","2023-12-09","0.5-0.99","cum hosp",187.556765
"24","2023-12-09","0.5-0.99","cum hosp",92.775457
"13","2023-12-09","0.5-0.99","cum hosp",54.667375
"09","2023-12-09","0.5-0.99","cum hosp",58.127335
"08","2023-12-09","0.5-0.99","cum hosp",137.9616315
"06","2023-12-09","0.5-0.99","cum hosp",296.1162785
"US","2023-12-09","0.5-0.99","cum hosp",4193.2241505
"49","2023-12-09","65-130","cum hosp",14.182
"47","2023-12-09","65-130","cum hosp",263.733624
"41","2023-12-09","65-130","cum hosp",78.305088
"36","2023-12-09","65-130","cum hosp",905.148304
"35","2023-12-09","65-130","cum hosp",6.454448
"27","2023-12-09","65-130","cum hosp",95.763072
"26","2023-12-09","65-130","cum hosp",332.819295
"24","2023-12-09","65-130","cum hosp",392.622584
"13","2023-12-09","65-130","cum hosp",416.191831
"09","2023-12-09","65-130","cum hosp",299.156418
"08","2023-12-09","65-130","cum hosp",78.607268
"06","2023-12-09","65-130","cum hosp",1643.584449
"US","2023-12-09","65-130","cum hosp",12310.303476
"49","2023-12-09","0-130","cum hosp",151.93071
"49","2023-12-09","1-1.99","cum hosp",25.178634
"47","2023-12-09","0-130","cum hosp",752.274949
"47","2023-12-09","1-1.99","cum hosp",39.8215
"41","2023-12-09","0-130","cum hosp",220.41058
"41","2023-12-09","1-1.99","cum hosp",25.780026
"36","2023-12-09","0-130","cum hosp",3204.12197
"36","2023-12-09","1-1.99","cum hosp",254.40675
"35","2023-12-09","0-130","cum hosp",329.712403
"35","2023-12-09","1-1.99","cum hosp",105.059478
"27","2023-12-09","0-130","cum hosp",657.40302
"27","2023-12-09","1-1.99","cum hosp",130.181808
"26","2023-12-09","0-130","cum hosp",1233.945225
"26","2023-12-09","1-1.99","cum hosp",128.510859
"24","2023-12-09","0-130","cum hosp",1054.89836
"24","2023-12-09","1-1.99","cum hosp",55.144908
"13","2023-12-09","0-130","cum hosp",1085.5454
"13","2023-12-09","1-1.99","cum hosp",83.819846
"09","2023-12-09","0-130","cum hosp",756.807601
"09","2023-12-09","1-1.99","cum hosp",61.32435
"08","2023-12-09","0-130","cum hosp",824.132216
"08","2023-12-09","1-1.99","cum hosp",146.108208
"06","2023-12-09","0-130","cum hosp",4083.087855
"06","2023-12-09","1-1.99","cum hosp",269.097066
"US","2023-12-09","0-130","cum hosp",40196.207986
"US","2023-12-09","1-1.99","cum hosp",4428.600178
"49","2023-12-09","5-17","cum hosp",9.080942
"47","2023-12-09","5-17","cum hosp",37.379562
"41","2023-12-09","5-17","cum hosp",14.511022
"36","2023-12-09","5-17","cum hosp",172.874189
"35","2023-12-09","5-17","cum hosp",16.775232
"27","2023-12-09","5-17","cum hosp",27.957044
"26","2023-12-09","5-17","cum hosp",67.65061
"24","2023-12-09","5-17","cum hosp",43.856736
"13","2023-12-09","5-17","cum hosp",69.494843
"09","2023-12-09","5-17","cum hosp",25.273458
"08","2023-12-09","5-17","cum hosp",41.701254
"06","2023-12-09","5-17","cum hosp",191.34087
"US","2023-12-09","5-17","cum hosp",1994.690054
"49","2023-12-09","18-49","cum hosp",0
"47","2023-12-09","18-49","cum hosp",29.10881
"41","2023-12-09","18-49","cum hosp",23.555129
"36","2023-12-09","18-49","cum hosp",180.971054
"35","2023-12-09","18-49","cum hosp",0
"27","2023-12-09","18-49","cum hosp",23.46543
"26","2023-12-09","18-49","cum hosp",76.86564
"24","2023-12-09","18-49","cum hosp",65.370838
"13","2023-12-09","18-49","cum hosp",106.817589
"09","2023-12-09","18-49","cum hosp",70.528032
"08","2023-12-09","18-49","cum hosp",13.17359
"06","2023-12-09","18-49","cum hosp",290.136127
"US","2023-12-09","18-49","cum hosp",2364.30169
"49","2023-12-09","2-4","cum hosp",22.038432
"47","2023-12-09","2-4","cum hosp",65.96586
"41","2023-12-09","2-4","cum hosp",11.932285
"36","2023-12-09","2-4","cum hosp",503.893264
"35","2023-12-09","2-4","cum hosp",88.048345
"27","2023-12-09","2-4","cum hosp",91.934115
"26","2023-12-09","2-4","cum hosp",153.938772
"24","2023-12-09","2-4","cum hosp",84.27483
"13","2023-12-09","2-4","cum hosp",92.468808
"09","2023-12-09","2-4","cum hosp",68.383392
"08","2023-12-09","2-4","cum hosp",204.461796
"06","2023-12-09","2-4","cum hosp",404.198808
"US","2023-12-09","2-4","cum hosp",5205.087426
"49","2023-12-09","0-0.49","cum hosp",54.5910905
"47","2023-12-09","0-0.49","cum hosp",183.32573
"41","2023-12-09","0-0.49","cum hosp",44.069322
"36","2023-12-09","0-0.49","cum hosp",668.93379
"35","2023-12-09","0-0.49","cum hosp",73.65488
"27","2023-12-09","0-0.49","cum hosp",160.3010025
"26","2023-12-09","0-0.49","cum hosp",264.2845325
"24","2023-12-09","0-0.49","cum hosp",165.702568
"13","2023-12-09","0-0.49","cum hosp",154.255713
"09","2023-12-09","0-0.49","cum hosp",82.57274
"08","2023-12-09","0-0.49","cum hosp",161.253855
"06","2023-12-09","0-0.49","cum hosp",603.9241545
"US","2023-12-09","0-0.49","cum hosp",7461.986938
"49","2023-12-09","50-64","cum hosp",12.955059
"47","2023-12-09","50-64","cum hosp",108.84816
"41","2023-12-09","50-64","cum hosp",13.933188
"36","2023-12-09","50-64","cum hosp",286.999306
"35","2023-12-09","50-64","cum hosp",3.03556
"27","2023-12-09","50-64","cum hosp",24.801153
"26","2023-12-09","50-64","cum hosp",87.84534
"24","2023-12-09","50-64","cum hosp",159.6491
"13","2023-12-09","50-64","cum hosp",168.6248
"09","2023-12-09","50-64","cum hosp",84.829584
"08","2023-12-09","50-64","cum hosp",27.024998
"06","2023-12-09","50-64","cum hosp",408.01626
"US","2023-12-09","50-64","cum hosp",3961.424187
"49","2023-12-09","0-4","cum hosp",124.927664
"47","2023-12-09","0-4","cum hosp",346.229534
"41","2023-12-09","0-4","cum hosp",99.121594
"36","2023-12-09","0-4","cum hosp",1714.872323
"35","2023-12-09","0-4","cum hosp",327.88344
"27","2023-12-09","0-4","cum hosp",484.955094
"26","2023-12-09","0-4","cum hosp",735.9751
"24","2023-12-09","0-4","cum hosp",398.82216
"13","2023-12-09","0-4","cum hosp",389.663265
"09","2023-12-09","0-4","cum hosp",272.4105
"08","2023-12-09","0-4","cum hosp",656.97652
"06","2023-12-09","0-4","cum hosp",1612.845112
"US","2023-12-09","0-4","cum hosp",21485.951127
"49","2023-12-09","18-130","cum hosp",24.4463
"47","2023-12-09","18-130","cum hosp",357.01068
"41","2023-12-09","18-130","cum hosp",102.05031
"36","2023-12-09","18-130","cum hosp",1441.446984
"35","2023-12-09","18-130","cum hosp",9.843402
"27","2023-12-09","18-130","cum hosp",137.093966
"26","2023-12-09","18-130","cum hosp",467.42042
"24","2023-12-09","18-130","cum hosp",607.890834
"13","2023-12-09","18-130","cum hosp",625.92525
"09","2023-12-09","18-130","cum hosp",462.40944
"08","2023-12-09","18-130","cum hosp",114.704475
"06","2023-12-09","18-130","cum hosp",2369.699124
"US","2023-12-09","18-130","cum hosp",17403.328457
"06","2023-12-09","0-0.99","cum hosp",900.040433
"08","2023-12-09","0-0.99","cum hosp",299.2154865
"09","2023-12-09","0-0.99","cum hosp",140.700075
"13","2023-12-09","0-0.99","cum hosp",208.923088
"24","2023-12-09","0-0.99","cum hosp",258.478025
"26","2023-12-09","0-0.99","cum hosp",451.8412975
"27","2023-12-09","0-0.99","cum hosp",258.9228675
"35","2023-12-09","0-0.99","cum hosp",133.91607
"36","2023-12-09","0-0.99","cum hosp",983.107188
"41","2023-12-09","0-0.99","cum hosp",60.305388
"47","2023-12-09","0-0.99","cum hosp",237.25225
"49","2023-12-09","0-0.99","cum hosp",75.8300355
"US","2023-12-09","0-0.99","cum hosp",11655.2110885
"06","2023-12-09","1-4","cum hosp",673.295874
"08","2023-12-09","1-4","cum hosp",350.570004
"09","2023-12-09","1-4","cum hosp",129.707742
"13","2023-12-09","1-4","cum hosp",176.288654
"24","2023-12-09","1-4","cum hosp",139.419738
"26","2023-12-09","1-4","cum hosp",282.449631
"27","2023-12-09","1-4","cum hosp",222.115923
"35","2023-12-09","1-4","cum hosp",193.107823
"36","2023-12-09","1-4","cum hosp",758.300014
"41","2023-12-09","1-4","cum hosp",37.712311
"47","2023-12-09","1-4","cum hosp",105.78736
"49","2023-12-09","1-4","cum hosp",47.217066
"US","2023-12-09","1-4","cum hosp",9633.687604
"06","2023-12-09","5-64","cum hosp",889.493257
"08","2023-12-09","5-64","cum hosp",81.899842
"09","2023-12-09","5-64","cum hosp",180.631074
"13","2023-12-09","5-64","cum hosp",344.937232
"24","2023-12-09","5-64","cum hosp",268.876674
"26","2023-12-09","5-64","cum hosp",232.36159
"27","2023-12-09","5-64","cum hosp",76.223627
"35","2023-12-09","5-64","cum hosp",19.810792
"36","2023-12-09","5-64","cum hosp",640.844549
"41","2023-12-09","5-64","cum hosp",51.999339
"47","2023-12-09","5-64","cum hosp",175.336532
"49","2023-12-09","5-64","cum hosp",22.036001
"US","2023-12-09","5-64","cum hosp",8320.415931
"49","2023-12-16","0.5-0.99","cum hosp",33.375485
"47","2023-12-16","0.5-0.99","cum hosp",68.30421
"41","2023-12-16","0.5-0.99","cum hosp",18.555504
"36","2023-12-16","0.5-0.99","cum hosp",385.146951
"35","2023-12-16","0.5-0.99","cum hosp",80.351725
"27","2023-12-16","0.5-0.99","cum hosp",125.041905
"26","2023-12-16","0.5-0.99","cum hosp",238.70861
"24","2023-12-16","0.5-0.99","cum hosp",106.019214
"13","2023-12-16","0.5-0.99","cum hosp",59.665535
"09","2023-12-16","0.5-0.99","cum hosp",64.24317
"08","2023-12-16","0.5-0.99","cum hosp",186.526389
"06","2023-12-16","0.5-0.99","cum hosp",341.6072215
"US","2023-12-16","0.5-0.99","cum hosp",5217.1295645
"49","2023-12-16","65-130","cum hosp",22.6912
"47","2023-12-16","65-130","cum hosp",346.760876
"41","2023-12-16","65-130","cum hosp",103.591106
"36","2023-12-16","65-130","cum hosp",1240.124448
"35","2023-12-16","65-130","cum hosp",6.454448
"27","2023-12-16","65-130","cum hosp",137.659416
"26","2023-12-16","65-130","cum hosp",464.442745
"24","2023-12-16","65-130","cum hosp",518.971873
"13","2023-12-16","65-130","cum hosp",536.278802
"09","2023-12-16","65-130","cum hosp",377.427942
"08","2023-12-16","65-130","cum hosp",142.589928
"06","2023-12-16","65-130","cum hosp",2160.667197
"US","2023-12-16","65-130","cum hosp",16587.122524
"49","2023-12-16","0-130","cum hosp",243.089136
"49","2023-12-16","1-1.99","cum hosp",37.767951
"47","2023-12-16","0-130","cum hosp",899.917696
"47","2023-12-16","1-1.99","cum hosp",47.069013
"41","2023-12-16","0-130","cum hosp",283.990555
"41","2023-12-16","1-1.99","cum hosp",37.487469
"36","2023-12-16","0-130","cum hosp",4304.92461
"36","2023-12-16","1-1.99","cum hosp",362.14125
"35","2023-12-16","0-130","cum hosp",495.618644
"35","2023-12-16","1-1.99","cum hosp",169.44393
"27","2023-12-16","0-130","cum hosp",857.4822
"27","2023-12-16","1-1.99","cum hosp",169.438968
"26","2023-12-16","0-130","cum hosp",1765.6452
"26","2023-12-16","1-1.99","cum hosp",197.036265
"24","2023-12-16","0-130","cum hosp",1355.42173
"24","2023-12-16","1-1.99","cum hosp",70.631268
"13","2023-12-16","0-130","cum hosp",1335.220842
"13","2023-12-16","1-1.99","cum hosp",96.478855
"09","2023-12-16","0-130","cum hosp",930.619873
"09","2023-12-16","1-1.99","cum hosp",67.470675
"08","2023-12-16","0-130","cum hosp",1149.142104
"08","2023-12-16","1-1.99","cum hosp",199.427898
"06","2023-12-16","0-130","cum hosp",5133.024732
"06","2023-12-16","1-1.99","cum hosp",315.914256
"US","2023-12-16","0-130","cum hosp",52487.610428
"US","2023-12-16","1-1.99","cum hosp",5896.426331
"49","2023-12-16","5-17","cum hosp",18.161884
"47","2023-12-16","5-17","cum hosp",40.777704
"41","2023-12-16","5-17","cum hosp",19.558334
"36","2023-12-16","5-17","cum hosp",237.335751
"35","2023-12-16","5-17","cum hosp",26.910268
"27","2023-12-16","5-17","cum hosp",35.669332
"26","2023-12-16","5-17","cum hosp",102.26255
"24","2023-12-16","5-17","cum hosp",61.798128
"13","2023-12-16","5-17","cum hosp",75.12956
"09","2023-12-16","5-17","cum hosp",34.613649
"08","2023-12-16","5-17","cum hosp",67.991175
"06","2023-12-16","5-17","cum hosp",280.633276
"US","2023-12-16","5-17","cum hosp",2695.5271
"49","2023-12-16","18-49","cum hosp",6.238452
"47","2023-12-16","18-49","cum hosp",34.930572
"41","2023-12-16","18-49","cum hosp",25.367062
"36","2023-12-16","18-49","cum hosp",246.77871
"35","2023-12-16","18-49","cum hosp",0
"27","2023-12-16","18-49","cum hosp",32.851602
"26","2023-12-16","18-49","cum hosp",113.27568
"24","2023-12-16","18-49","cum hosp",100.57052
"13","2023-12-16","18-49","cum hosp",134.683047
"09","2023-12-16","18-49","cum hosp",88.16004
"08","2023-12-16","18-49","cum hosp",21.077744
"06","2023-12-16","18-49","cum hosp",409.603944
"US","2023-12-16","18-49","cum hosp",3198.76111
"49","2023-12-16","2-4","cum hosp",40.96888
"47","2023-12-16","2-4","cum hosp",76.96017
"41","2023-12-16","2-4","cum hosp",16.705199
"36","2023-12-16","2-4","cum hosp",610.58495
"35","2023-12-16","2-4","cum hosp",125.307413
"27","2023-12-16","2-4","cum hosp",109.916832
"26","2023-12-16","2-4","cum hosp",265.445703
"24","2023-12-16","2-4","cum hosp",101.983212
"13","2023-12-16","2-4","cum hosp",118.175904
"09","2023-12-16","2-4","cum hosp",77.7084
"08","2023-12-16","2-4","cum hosp",267.13137
"06","2023-12-16","2-4","cum hosp",465.087731
"US","2023-12-16","2-4","cum hosp",6647.18957
"49","2023-12-16","0-0.49","cum hosp",81.874966
"47","2023-12-16","0-0.49","cum hosp",194.11918
"41","2023-12-16","0-0.49","cum hosp",51.027636
"36","2023-12-16","0-0.49","cum hosp",902.040573
"35","2023-12-16","0-0.49","cum hosp",117.179165
"27","2023-12-16","0-0.49","cum hosp",204.3344025
"26","2023-12-16","0-0.49","cum hosp",375.11353
"24","2023-12-16","0-0.49","cum hosp",196.616194
"13","2023-12-16","0-0.49","cum hosp",181.620639
"09","2023-12-16","0-0.49","cum hosp",97.871295
"08","2023-12-16","0-0.49","cum hosp",213.7163665
"06","2023-12-16","0-0.49","cum hosp",649.4150975
"US","2023-12-16","0-0.49","cum hosp",9333.008342
"49","2023-12-16","50-64","cum hosp",15.354144
"47","2023-12-16","50-64","cum hosp",137.420802
"41","2023-12-16","50-64","cum hosp",23.22198
"36","2023-12-16","50-64","cum hosp",434.377328
"35","2023-12-16","50-64","cum hosp",6.07112
"27","2023-12-16","50-64","cum hosp",35.584263
"26","2023-12-16","50-64","cum hosp",105.813705
"24","2023-12-16","50-64","cum hosp",205.08769
"13","2023-12-16","50-64","cum hosp",211.8092
"09","2023-12-16","50-64","cum hosp",115.125864
"08","2023-12-16","50-64","cum hosp",35.340382
"06","2023-12-16","50-64","cum hosp",522.54714
"US","2023-12-16","50-64","cum hosp",5219.019167
"49","2023-12-16","0-4","cum hosp",196.714456
"47","2023-12-16","0-4","cum hosp",390.015002
"41","2023-12-16","0-4","cum hosp",125.086918
"36","2023-12-16","0-4","cum hosp",2224.3557
"35","2023-12-16","0-4","cum hosp",493.47558
"27","2023-12-16","0-4","cum hosp",613.704234
"26","2023-12-16","0-4","cum hosp",1078.21425
"24","2023-12-16","0-4","cum hosp",476.487528
"13","2023-12-16","0-4","cum hosp",461.02785
"09","2023-12-16","0-4","cum hosp",309.458328
"08","2023-12-16","0-4","cum hosp",876.68974
"06","2023-12-16","0-4","cum hosp",1814.982692
"US","2023-12-16","0-4","cum hosp",27344.070675
"49","2023-12-16","18-130","cum hosp",41.55871
"47","2023-12-16","18-130","cum hosp",461.367648
"41","2023-12-16","18-130","cum hosp",136.06708
"36","2023-12-16","18-130","cum hosp",2021.159358
"35","2023-12-16","18-130","cum hosp",13.124536
"27","2023-12-16","18-130","cum hosp",199.00737
"26","2023-12-16","18-130","cum hosp",641.71278
"24","2023-12-16","18-130","cum hosp",813.71214
"13","2023-12-16","18-130","cum hosp",801.18432
"09","2023-12-16","18-130","cum hosp",589.572036
"08","2023-12-16","18-130","cum hosp",188.115339
"06","2023-12-16","18-130","cum hosp",3129.218074
"US","2023-12-16","18-130","cum hosp",23377.60539
"06","2023-12-16","0-0.99","cum hosp",991.022319
"08","2023-12-16","0-0.99","cum hosp",400.2427555
"09","2023-12-16","0-0.99","cum hosp",162.114465
"13","2023-12-16","0-0.99","cum hosp",241.286174
"24","2023-12-16","0-0.99","cum hosp",302.635408
"26","2023-12-16","0-0.99","cum hosp",613.82214
"27","2023-12-16","0-0.99","cum hosp",329.3763075
"35","2023-12-16","0-0.99","cum hosp",197.53089
"36","2023-12-16","0-0.99","cum hosp",1287.187524
"41","2023-12-16","0-0.99","cum hosp",69.58314
"47","2023-12-16","0-0.99","cum hosp",262.42339
"49","2023-12-16","0-0.99","cum hosp",115.250451
"US","2023-12-16","0-0.99","cum hosp",14550.1379065
"06","2023-12-16","1-4","cum hosp",781.001987
"08","2023-12-16","1-4","cum hosp",466.559268
"09","2023-12-16","1-4","cum hosp",145.179075
"13","2023-12-16","1-4","cum hosp",214.654759
"24","2023-12-16","1-4","cum hosp",172.61448
"26","2023-12-16","1-4","cum hosp",462.481968
"27","2023-12-16","1-4","cum hosp",279.3558
"35","2023-12-16","1-4","cum hosp",294.751343
"36","2023-12-16","1-4","cum hosp",972.7262
"41","2023-12-16","1-4","cum hosp",54.192668
"47","2023-12-16","1-4","cum hosp",124.029183
"49","2023-12-16","1-4","cum hosp",78.736831
"US","2023-12-16","1-4","cum hosp",12543.615901
"06","2023-12-16","5-64","cum hosp",1212.78436
"08","2023-12-16","5-64","cum hosp",124.409301
"09","2023-12-16","5-64","cum hosp",237.899553
"13","2023-12-16","5-64","cum hosp",421.621807
"24","2023-12-16","5-64","cum hosp",367.456338
"26","2023-12-16","5-64","cum hosp",321.351935
"27","2023-12-16","5-64","cum hosp",104.105197
"35","2023-12-16","5-64","cum hosp",32.981388
"36","2023-12-16","5-64","cum hosp",918.491789
"41","2023-12-16","5-64","cum hosp",68.147376
"47","2023-12-16","5-64","cum hosp",213.129078
"49","2023-12-16","5-64","cum hosp",39.75448
"US","2023-12-16","5-64","cum hosp",11113.307377
"49","2023-12-23","0.5-0.99","cum hosp",48.54616
"47","2023-12-23","0.5-0.99","cum hosp",79.09766
"41","2023-12-23","0.5-0.99","cum hosp",27.833256
"36","2023-12-23","0.5-0.99","cum hosp",476.414001
"35","2023-12-23","0.5-0.99","cum hosp",130.572855
"27","2023-12-23","0.5-0.99","cum hosp",151.461945
"26","2023-12-23","0.5-0.99","cum hosp",289.860455
"24","2023-12-23","0.5-0.99","cum hosp",123.689083
"13","2023-12-23","0.5-0.99","cum hosp",62.164615
"09","2023-12-23","0.5-0.99","cum hosp",70.359005
"08","2023-12-23","0.5-0.99","cum hosp",235.0911465
"06","2023-12-23","0.5-0.99","cum hosp",387.0981645
"US","2023-12-23","0.5-0.99","cum hosp",6427.032185
"49","2023-12-23","65-130","cum hosp",34.0368
"47","2023-12-23","65-130","cum hosp",421.241205
"41","2023-12-23","65-130","cum hosp",139.480938
"36","2023-12-23","65-130","cum hosp",1632.117808
"35","2023-12-23","65-130","cum hosp",12.908896
"27","2023-12-23","65-130","cum hosp",210.479252
"26","2023-12-23","65-130","cum hosp",596.066195
"24","2023-12-23","65-130","cum hosp",641.144326
"13","2023-12-23","65-130","cum hosp",651.430692
"09","2023-12-23","65-130","cum hosp",459.016056
"08","2023-12-23","65-130","cum hosp",174.581258
"06","2023-12-23","65-130","cum hosp",2566.946499
"US","2023-12-23","65-130","cum hosp",20806.14672
"49","2023-12-23","0-130","cum hosp",361.257466
"49","2023-12-23","1-1.99","cum hosp",59.787975
"47","2023-12-23","0-130","cum hosp",1061.621657
"47","2023-12-23","1-1.99","cum hosp",61.564039
"41","2023-12-23","0-130","cum hosp",385.718515
"41","2023-12-23","1-1.99","cum hosp",46.869191
"36","2023-12-23","0-130","cum hosp",5523.67039
"36","2023-12-23","1-1.99","cum hosp",411.1665
"35","2023-12-23","0-130","cum hosp",705.626544
"35","2023-12-23","1-1.99","cum hosp",223.670229
"27","2023-12-23","0-130","cum hosp",1109.010312
"27","2023-12-23","1-1.99","cum hosp",205.087002
"26","2023-12-23","0-130","cum hosp",2197.024425
"26","2023-12-23","1-1.99","cum hosp",248.481765
"24","2023-12-23","0-130","cum hosp",1606.88006
"24","2023-12-23","1-1.99","cum hosp",81.673716
"13","2023-12-23","0-130","cum hosp",1541.474468
