"location","date","age_group","target","value"
"24","2024-04-20","50-64","cum hosp",386.84205
"13","2024-04-20","50-64","cum hosp",600.4688
"09","2024-04-20","50-64","cum hosp",342.347964
"08","2024-04-20","50-64","cum hosp",322.22113
"06","2024-04-20","50-64","cum hosp",1431.636
"US","2024-04-20","50-64","cum hosp",17229.051226
"49","2024-04-20","0-4","cum hosp",1440.630394
"47","2024-04-20","0-4","cum hosp",740.298746
"41","2024-04-20","0-4","cum hosp",282.939602
"36","2024-04-20","0-4","cum hosp",4537.685628
"35","2024-04-20","0-4","cum hosp",1534.230432
"27","2024-04-20","0-4","cum hosp",1451.233896
"26","2024-04-20","0-4","cum hosp",2261.031375
"24","2024-04-20","0-4","cum hosp",767.207892
"13","2024-04-20","0-4","cum hosp",841.849485
"09","2024-04-20","0-4","cum hosp",566.069019
"08","2024-04-20","0-4","cum hosp",2746.26074
"06","2024-04-20","0-4","cum hosp",3572.515756
"US","2024-04-20","0-4","cum hosp",67479.60492
"49","2024-04-20","18-130","cum hosp",510.92767
"47","2024-04-20","18-130","cum hosp",1175.389008
"41","2024-04-20","18-130","cum hosp",639.515276
"36","2024-04-20","18-130","cum hosp",7238.570724
"35","2024-04-20","18-130","cum hosp",282.177524
"27","2024-04-20","18-130","cum hosp",964.080148
"26","2024-04-20","18-130","cum hosp",2495.5497
"24","2024-04-20","18-130","cum hosp",1914.6168
"13","2024-04-20","18-130","cum hosp",2219.94822
"09","2024-04-20","18-130","cum hosp",1751.375754
"08","2024-04-20","18-130","cum hosp",1275.513762
"06","2024-04-20","18-130","cum hosp",8050.90087
"US","2024-04-20","18-130","cum hosp",76886.346616
"06","2024-04-20","0-0.99","cum hosp",1800.2934405
"08","2024-04-20","0-0.99","cum hosp",1266.8014835
"09","2024-04-20","0-0.99","cum hosp",302.88628
"13","2024-04-20","0-0.99","cum hosp",430.529007
"24","2024-04-20","0-0.99","cum hosp",472.798667
"26","2024-04-20","0-0.99","cum hosp",1346.998585
"27","2024-04-20","0-0.99","cum hosp",759.122865
"35","2024-04-20","0-0.99","cum hosp",726.477495
"36","2024-04-20","0-0.99","cum hosp",2716.429527
"41","2024-04-20","0-0.99","cum hosp",150.76347
"47","2024-04-20","0-0.99","cum hosp",467.09164
"49","2024-04-20","0-0.99","cum hosp",752.0220295
"US","2024-04-20","0-0.99","cum hosp",35101.9084465
"06","2024-04-20","1-4","cum hosp",1691.284816
"08","2024-04-20","1-4","cum hosp",1446.676857
"09","2024-04-20","1-4","cum hosp",259.46802
"13","2024-04-20","1-4","cum hosp",403.638522
"24","2024-04-20","1-4","cum hosp",291.634938
"26","2024-04-20","1-4","cum hosp",907.567302
"27","2024-04-20","1-4","cum hosp",680.91333
"35","2024-04-20","1-4","cum hosp",802.87197
"36","2024-04-20","1-4","cum hosp",1897.346123
"41","2024-04-20","1-4","cum hosp",129.723875
"47","2024-04-20","1-4","cum hosp",265.892438
"49","2024-04-20","1-4","cum hosp",670.693642
"US","2024-04-20","1-4","cum hosp",31774.315127
"06","2024-04-20","5-64","cum hosp",3034.155504
"08","2024-04-20","5-64","cum hosp",773.6587
"09","2024-04-20","5-64","cum hosp",602.971788
"13","2024-04-20","5-64","cum hosp",1075.722221
"24","2024-04-20","5-64","cum hosp",708.381981
"26","2024-04-20","5-64","cum hosp",1012.17075
"27","2024-04-20","5-64","cum hosp",420.383396
"35","2024-04-20","5-64","cum hosp",212.223755
"36","2024-04-20","5-64","cum hosp",2810.08424
"41","2024-04-20","5-64","cum hosp",243.422469
"47","2024-04-20","5-64","cum hosp",475.883903
"49","2024-04-20","5-64","cum hosp",451.20003
"US","2024-04-20","5-64","cum hosp",34012.637502
"49","2024-04-27","0.5-0.99","cum hosp",309.3183935
"47","2024-04-27","0.5-0.99","cum hosp",136.56769
"41","2024-04-27","0.5-0.99","cum hosp",46.38876
"36","2024-04-27","0.5-0.99","cum hosp",760.415586
"35","2024-04-27","0.5-0.99","cum hosp",294.59869
"27","2024-04-27","0.5-0.99","cum hosp",283.562145
"26","2024-04-27","0.5-0.99","cum hosp",417.7400675
"24","2024-04-27","0.5-0.99","cum hosp",161.311035
"13","2024-04-27","0.5-0.99","cum hosp",122.017581
"09","2024-04-27","0.5-0.99","cum hosp",119.33949
"08","2024-04-27","0.5-0.99","cum hosp",545.999895
"06","2024-04-27","0.5-0.99","cum hosp",694.9060405
"US","2024-04-27","0.5-0.99","cum hosp",12927.72663
"49","2024-04-27","65-130","cum hosp",255.276
"47","2024-04-27","65-130","cum hosp",948.708453
"41","2024-04-27","65-130","cum hosp",521.218242
"36","2024-04-27","65-130","cum hosp",4482.978608
"35","2024-04-27","65-130","cum hosp",167.412245
"27","2024-04-27","65-130","cum hosp",721.215636
"26","2024-04-27","65-130","cum hosp",1878.454665
"24","2024-04-27","65-130","cum hosp",1318.835967
"13","2024-04-27","65-130","cum hosp",1557.840569
"09","2024-04-27","65-130","cum hosp",1196.625672
"08","2024-04-27","65-130","cum hosp",828.118428
"06","2024-04-27","65-130","cum hosp",5441.680348
"US","2024-04-27","65-130","cum hosp",55829.827032
"49","2024-04-27","0-130","cum hosp",2032.495276
"49","2024-04-27","1-1.99","cum hosp",314.597556
"47","2024-04-27","0-130","cum hosp",2031.845423
"47","2024-04-27","1-1.99","cum hosp",130.295948
"41","2024-04-27","0-130","cum hosp",987.608945
"41","2024-04-27","1-1.99","cum hosp",79.547542
"36","2024-04-27","0-130","cum hosp",11892.59995
"36","2024-04-27","1-1.99","cum hosp",764.229
"35","2024-04-27","0-130","cum hosp",1782.967071
"35","2024-04-27","1-1.99","cum hosp",430.417272
"27","2024-04-27","0-130","cum hosp",2555.296956
"27","2024-04-27","1-1.99","cum hosp",392.381646
"26","2024-04-27","0-130","cum hosp",4835.46015
"26","2024-04-27","1-1.99","cum hosp",368.452671
"24","2024-04-27","0-130","cum hosp",2772.17476
"24","2024-04-27","1-1.99","cum hosp",136.953288
"13","2024-04-27","0-130","cum hosp",3245.780746
"13","2024-04-27","1-1.99","cum hosp",203.404465
"09","2024-04-27","0-130","cum hosp",2400.782007
"09","2024-04-27","1-1.99","cum hosp",119.5929
"08","2024-04-27","0-130","cum hosp",4335.399756
"08","2024-04-27","1-1.99","cum hosp",675.260166
"06","2024-04-27","0-130","cum hosp",12015.944259
"06","2024-04-27","1-1.99","cum hosp",726.277104
"US","2024-04-27","0-130","cum hosp",150154.429832
"US","2024-04-27","1-1.99","cum hosp",15482.156538
"49","2024-04-27","5-17","cum hosp",188.60418
"47","2024-04-27","5-17","cum hosp",88.351692
"41","2024-04-27","5-17","cum hosp",46.056722
"36","2024-04-27","5-17","cum hosp",427.790366
"35","2024-04-27","5-17","cum hosp",84.575128
"27","2024-04-27","5-17","cum hosp",106.04396
"26","2024-04-27","5-17","cum hosp",169.91316
"24","2024-04-27","5-17","cum hosp",87.713472
"13","2024-04-27","5-17","cum hosp",142.746164
"09","2024-04-27","5-17","cum hosp",63.733068
"08","2024-04-27","5-17","cum hosp",253.83372
"06","2024-04-27","5-17","cum hosp",510.24232
"US","2024-04-27","5-17","cum hosp",6630.996666
"49","2024-04-27","18-49","cum hosp",120.090201
"47","2024-04-27","18-49","cum hosp",90.237311
"41","2024-04-27","18-49","cum hosp",74.289253
"36","2024-04-27","18-49","cum hosp",765.014001
"35","2024-04-27","18-49","cum hosp",54.036297
"27","2024-04-27","18-49","cum hosp",126.713322
"26","2024-04-27","18-49","cum hosp",287.23476
"24","2024-04-27","18-49","cum hosp",233.826459
"13","2024-04-27","18-49","cum hosp",339.029739
"09","2024-04-27","18-49","cum hosp",196.890756
"08","2024-04-27","18-49","cum hosp",197.60385
"06","2024-04-27","18-49","cum hosp",1092.277184
"US","2024-04-27","18-49","cum hosp",10152.58961
"49","2024-04-27","2-4","cum hosp",359.254696
"47","2024-04-27","2-4","cum hosp",135.59649
"41","2024-04-27","2-4","cum hosp",52.502054
"36","2024-04-27","2-4","cum hosp",1133.117123
"35","2024-04-27","2-4","cum hosp",372.454698
"27","2024-04-27","2-4","cum hosp",288.531684
"26","2024-04-27","2-4","cum hosp",539.114631
"24","2024-04-27","2-4","cum hosp",156.81519
"13","2024-04-27","2-4","cum hosp",207.958896
"09","2024-04-27","2-4","cum hosp",139.87512
"08","2024-04-27","2-4","cum hosp",777.36153
"06","2024-04-27","2-4","cum hosp",976.813786
"US","2024-04-27","2-4","cum hosp",16415.178311
"49","2024-04-27","0-0.49","cum hosp",445.737771
"47","2024-04-27","0-0.49","cum hosp",330.52395
"41","2024-04-27","0-0.49","cum hosp",104.37471
"36","2024-04-27","0-0.49","cum hosp",1976.307438
"35","2024-04-27","0-0.49","cum hosp",431.878805
"27","2024-04-27","0-0.49","cum hosp",475.56072
"26","2024-04-27","0-0.49","cum hosp",929.2585175
"24","2024-04-27","0-0.49","cum hosp",313.700688
"13","2024-04-27","0-0.49","cum hosp",311.010506
"09","2024-04-27","0-0.49","cum hosp",189.68056
"08","2024-04-27","0-0.49","cum hosp",724.6993425
"06","2024-04-27","0-0.49","cum hosp",1116.866423
"US","2024-04-27","0-0.49","cum hosp",22297.566102
"49","2024-04-27","50-64","cum hosp",142.505649
"47","2024-04-27","50-64","cum hosp",300.693042
"41","2024-04-27","50-64","cum hosp",123.076494
"36","2024-04-27","50-64","cum hosp",1617.279873
"35","2024-04-27","50-64","cum hosp",76.64789
"27","2024-04-27","50-64","cum hosp",187.626114
"26","2024-04-27","50-64","cum hosp",555.02283
"24","2024-04-27","50-64","cum hosp",386.84205
"13","2024-04-27","50-64","cum hosp",600.4688
"09","2024-04-27","50-64","cum hosp",342.347964
"08","2024-04-27","50-64","cum hosp",324.299976
"06","2024-04-27","50-64","cum hosp",1438.79418
"US","2024-04-27","50-64","cum hosp",17291.930975
"49","2024-04-27","0-4","cum hosp",1446.923392
"47","2024-04-27","0-4","cum hosp",740.298746
"41","2024-04-27","0-4","cum hosp",285.206416
"36","2024-04-27","0-4","cum hosp",4557.810751
"35","2024-04-27","0-4","cum hosp",1534.230432
"27","2024-04-27","0-4","cum hosp",1451.233896
"26","2024-04-27","0-4","cum hosp",2261.031375
"24","2024-04-27","0-4","cum hosp",771.755864
"13","2024-04-27","0-4","cum hosp",851.954205
"09","2024-04-27","0-4","cum hosp",572.243657
"08","2024-04-27","0-4","cum hosp",2756.14938
"06","2024-04-27","0-4","cum hosp",3595.92116
"US","2024-04-27","0-4","cum hosp",67739.141862
"49","2024-04-27","18-130","cum hosp",510.92767
"47","2024-04-27","18-130","cum hosp",1175.389008
"41","2024-04-27","18-130","cum hosp",639.515276
"36","2024-04-27","18-130","cum hosp",7254.238626
"35","2024-04-27","18-130","cum hosp",285.458658
"27","2024-04-27","18-130","cum hosp",968.502534
"26","2024-04-27","18-130","cum hosp",2503.47208
"24","2024-04-27","18-130","cum hosp",1924.189884
"13","2024-04-27","18-130","cum hosp",2244.98523
"09","2024-04-27","18-130","cum hosp",1757.155872
"08","2024-04-27","18-130","cum hosp",1280.101941
"06","2024-04-27","18-130","cum hosp",8081.281628
"US","2024-04-27","18-130","cum hosp",77146.097787
"06","2024-04-27","0-0.99","cum hosp",1811.7724635
"08","2024-04-27","0-0.99","cum hosp",1270.6992375
"09","2024-04-27","0-0.99","cum hosp",309.02005
"13","2024-04-27","0-0.99","cum hosp",433.028087
"24","2024-04-27","0-0.99","cum hosp",475.011723
"26","2024-04-27","0-0.99","cum hosp",1346.998585
"27","2024-04-27","0-0.99","cum hosp",759.122865
"35","2024-04-27","0-0.99","cum hosp",726.477495
"36","2024-04-27","0-0.99","cum hosp",2736.723024
"41","2024-04-27","0-0.99","cum hosp",150.76347
"47","2024-04-27","0-0.99","cum hosp",467.09164
"49","2024-04-27","0-0.99","cum hosp",755.0561645
"US","2024-04-27","0-0.99","cum hosp",35225.292732
"06","2024-04-27","1-4","cum hosp",1703.09089
"08","2024-04-27","1-4","cum hosp",1452.621696
"09","2024-04-27","1-4","cum hosp",259.46802
"13","2024-04-27","1-4","cum hosp",411.363361
"24","2024-04-27","1-4","cum hosp",293.768478
"26","2024-04-27","1-4","cum hosp",907.567302
"27","2024-04-27","1-4","cum hosp",680.91333
"35","2024-04-27","1-4","cum hosp",802.87197
"36","2024-04-27","1-4","cum hosp",1897.346123
"41","2024-04-27","1-4","cum hosp",132.049596
"47","2024-04-27","1-4","cum hosp",265.892438
"49","2024-04-27","1-4","cum hosp",673.852252
"US","2024-04-27","1-4","cum hosp",31897.334849
"06","2024-04-27","5-64","cum hosp",3041.313684
"08","2024-04-27","5-64","cum hosp",775.737546
"09","2024-04-27","5-64","cum hosp",602.971788
"13","2024-04-27","5-64","cum hosp",1082.244703
"24","2024-04-27","5-64","cum hosp",708.381981
"26","2024-04-27","5-64","cum hosp",1012.17075
"27","2024-04-27","5-64","cum hosp",420.383396
"35","2024-04-27","5-64","cum hosp",215.259315
"36","2024-04-27","5-64","cum hosp",2810.08424
"41","2024-04-27","5-64","cum hosp",243.422469
"47","2024-04-27","5-64","cum hosp",479.282045
"49","2024-04-27","5-64","cum hosp",451.20003
"US","2024-04-27","5-64","cum hosp",34075.517251
"49","2024-05-04","0.5-0.99","cum hosp",309.3183935
"47","2024-05-04","0.5-0.99","cum hosp",136.56769
"41","2024-05-04","0.5-0.99","cum hosp",46.38876
"36","2024-05-04","0.5-0.99","cum hosp",760.415586
"35","2024-05-04","0.5-0.99","cum hosp",294.59869
"27","2024-05-04","0.5-0.99","cum hosp",287.0912925
"26","2024-05-04","0.5-0.99","cum hosp",417.7400675
"24","2024-05-04","0.5-0.99","cum hosp",161.311035
"13","2024-05-04","0.5-0.99","cum hosp",122.017581
"09","2024-05-04","0.5-0.99","cum hosp",119.33949
"08","2024-05-04","0.5-0.99","cum hosp",545.999895
"06","2024-05-04","0.5-0.99","cum hosp",706.3850635
"US","2024-05-04","0.5-0.99","cum hosp",12964.55776
"49","2024-05-04","65-130","cum hosp",258.1124
"47","2024-05-04","65-130","cum hosp",948.708453
"41","2024-05-04","65-130","cum hosp",521.218242
"36","2024-05-04","65-130","cum hosp",4482.978608
"35","2024-05-04","65-130","cum hosp",167.412245
"27","2024-05-04","65-130","cum hosp",727.200828
"26","2024-05-04","65-130","cum hosp",1878.454665
"24","2024-05-04","65-130","cum hosp",1318.835967
"13","2024-05-04","65-130","cum hosp",1564.420677
"09","2024-05-04","65-130","cum hosp",1196.625672
"08","2024-05-04","65-130","cum hosp",837.258808
"06","2024-05-04","65-130","cum hosp",5441.680348
"US","2024-05-04","65-130","cum hosp",55945.416736
"49","2024-05-04","0-130","cum hosp",2039.247752
"49","2024-05-04","1-1.99","cum hosp",314.597556
"47","2024-05-04","0-130","cum hosp",2045.906637
"47","2024-05-04","1-1.99","cum hosp",130.295948
"41","2024-05-04","0-130","cum hosp",987.608945
"41","2024-05-04","1-1.99","cum hosp",79.547542
"36","2024-05-04","0-130","cum hosp",11892.59995
"36","2024-05-04","1-1.99","cum hosp",764.229
"35","2024-05-04","0-130","cum hosp",1782.967071
"35","2024-05-04","1-1.99","cum hosp",430.417272
"27","2024-05-04","0-130","cum hosp",2566.730052
"27","2024-05-04","1-1.99","cum hosp",394.15455
"26","2024-05-04","0-130","cum hosp",4835.46015
"26","2024-05-04","1-1.99","cum hosp",368.452671
"24","2024-05-04","0-130","cum hosp",2772.17476
"24","2024-05-04","1-1.99","cum hosp",136.953288
"13","2024-05-04","0-130","cum hosp",3256.6362
"13","2024-05-04","1-1.99","cum hosp",205.985428
"09","2024-05-04","0-130","cum hosp",2400.782007
"09","2024-05-04","1-1.99","cum hosp",119.5929
"08","2024-05-04","0-130","cum hosp",4358.614748
"08","2024-05-04","1-1.99","cum hosp",677.22135
"06","2024-05-04","0-130","cum hosp",12054.83081
"06","2024-05-04","1-1.99","cum hosp",726.277104
"US","2024-05-04","0-130","cum hosp",150486.629898
"US","2024-05-04","1-1.99","cum hosp",15521.633525
"49","2024-05-04","5-17","cum hosp",188.60418
"47","2024-05-04","5-17","cum hosp",91.749834
"41","2024-05-04","5-17","cum hosp",46.056722
"36","2024-05-04","5-17","cum hosp",427.790366
"35","2024-05-04","5-17","cum hosp",84.575128
"27","2024-05-04","5-17","cum hosp",106.04396
"26","2024-05-04","5-17","cum hosp",169.91316
"24","2024-05-04","5-17","cum hosp",87.713472
"13","2024-05-04","5-17","cum hosp",142.746164
"09","2024-05-04","5-17","cum hosp",63.733068
"08","2024-05-04","5-17","cum hosp",253.83372
"06","2024-05-04","5-17","cum hosp",510.24232
"US","2024-05-04","5-17","cum hosp",6630.996666
"49","2024-05-04","18-49","cum hosp",123.209427
"47","2024-05-04","18-49","cum hosp",93.148192
"41","2024-05-04","18-49","cum hosp",74.289253
"36","2024-05-04","18-49","cum hosp",765.014001
"35","2024-05-04","18-49","cum hosp",54.036297
"27","2024-05-04","18-49","cum hosp",126.713322
"26","2024-05-04","18-49","cum hosp",287.23476
"24","2024-05-04","18-49","cum hosp",233.826459
"13","2024-05-04","18-49","cum hosp",343.673982
"09","2024-05-04","18-49","cum hosp",196.890756
"08","2024-05-04","18-49","cum hosp",200.238568
"06","2024-05-04","18-49","cum hosp",1109.344015
"US","2024-05-04","18-49","cum hosp",10152.58961
"49","2024-05-04","2-4","cum hosp",359.254696
"47","2024-05-04","2-4","cum hosp",139.26126
"41","2024-05-04","2-4","cum hosp",52.502054
"36","2024-05-04","2-4","cum hosp",1133.117123
"35","2024-05-04","2-4","cum hosp",372.454698
"27","2024-05-04","2-4","cum hosp",288.531684
"26","2024-05-04","2-4","cum hosp",539.114631
"24","2024-05-04","2-4","cum hosp",156.81519
"13","2024-05-04","2-4","cum hosp",207.958896
"09","2024-05-04","2-4","cum hosp",139.87512
"08","2024-05-04","2-4","cum hosp",777.36153
"06","2024-05-04","2-4","cum hosp",976.813786
"US","2024-05-04","2-4","cum hosp",16426.444734
"49","2024-05-04","0-0.49","cum hosp",445.737771
"47","2024-05-04","0-0.49","cum hosp",330.52395
"41","2024-05-04","0-0.49","cum hosp",104.37471
"36","2024-05-04","0-0.49","cum hosp",1976.307438
"35","2024-05-04","0-0.49","cum hosp",431.878805
"27","2024-05-04","0-0.49","cum hosp",475.56072
"26","2024-05-04","0-0.49","cum hosp",929.2585175
"24","2024-05-04","0-0.49","cum hosp",313.700688
"13","2024-05-04","0-0.49","cum hosp",313.509586
"09","2024-05-04","0-0.49","cum hosp",189.68056
"08","2024-05-04","0-0.49","cum hosp",730.51454
"06","2024-05-04","0-0.49","cum hosp",1116.866423
"US","2024-05-04","0-0.49","cum hosp",22347.2881275
"49","2024-05-04","50-64","cum hosp",142.505649
"47","2024-05-04","50-64","cum hosp",300.693042
"41","2024-05-04","50-64","cum hosp",123.076494
"36","2024-05-04","50-64","cum hosp",1625.036611
"35","2024-05-04","50-64","cum hosp",76.64789
"27","2024-05-04","50-64","cum hosp",189.782736
"26","2024-05-04","50-64","cum hosp",555.02283
"24","2024-05-04","50-64","cum hosp",386.84205
"13","2024-05-04","50-64","cum hosp",602.5252
"09","2024-05-04","50-64","cum hosp",342.347964
"08","2024-05-04","50-64","cum hosp",326.378822
"06","2024-05-04","50-64","cum hosp",1438.79418
"US","2024-05-04","50-64","cum hosp",17354.810724
"49","2024-05-04","0-4","cum hosp",1446.923392
"47","2024-05-04","0-4","cum hosp",743.947535
"41","2024-05-04","0-4","cum hosp",285.206416
"36","2024-05-04","0-4","cum hosp",4557.810751
"35","2024-05-04","0-4","cum hosp",1534.230432
"27","2024-05-04","0-4","cum hosp",1456.515912
"26","2024-05-04","0-4","cum hosp",2261.031375
"24","2024-05-04","0-4","cum hosp",771.755864
"13","2024-05-04","0-4","cum hosp",857.006565
"09","2024-05-04","0-4","cum hosp",572.243657
"08","2024-05-04","0-4","cum hosp",2764.1839
"06","2024-05-04","0-4","cum hosp",3608.687744
"US","2024-05-04","0-4","cum hosp",67887.448686
"49","2024-05-04","18-130","cum hosp",515.81693
"47","2024-05-04","18-130","cum hosp",1180.88148
"41","2024-05-04","18-130","cum hosp",639.515276
"36","2024-05-04","18-130","cum hosp",7269.906528
"35","2024-05-04","18-130","cum hosp",285.458658
"27","2024-05-04","18-130","cum hosp",977.347306
"26","2024-05-04","18-130","cum hosp",2503.47208
"24","2024-05-04","18-130","cum hosp",1924.189884
"13","2024-05-04","18-130","cum hosp",2253.3309
"09","2024-05-04","18-130","cum hosp",1757.155872
"08","2024-05-04","18-130","cum hosp",1293.866478
"06","2024-05-04","18-130","cum hosp",8081.281628
"US","2024-05-04","18-130","cum hosp",77405.848958
"06","2024-05-04","0-0.99","cum hosp",1823.2514865
"08","2024-05-04","0-0.99","cum hosp",1276.514435
"09","2024-05-04","0-0.99","cum hosp",309.02005
"13","2024-05-04","0-0.99","cum hosp",435.527167
"24","2024-05-04","0-0.99","cum hosp",475.011723
"26","2024-05-04","0-0.99","cum hosp",1346.998585
"27","2024-05-04","0-0.99","cum hosp",762.6520125
"35","2024-05-04","0-0.99","cum hosp",726.477495
"36","2024-05-04","0-0.99","cum hosp",2736.723024
"41","2024-05-04","0-0.99","cum hosp",150.76347
"47","2024-05-04","0-0.99","cum hosp",467.09164
"49","2024-05-04","0-0.99","cum hosp",755.0561645
"US","2024-05-04","0-0.99","cum hosp",35311.8458875
"06","2024-05-04","1-4","cum hosp",1703.09089
"08","2024-05-04","1-4","cum hosp",1454.58288
"09","2024-05-04","1-4","cum hosp",259.46802
"13","2024-05-04","1-4","cum hosp",413.944324
"24","2024-05-04","1-4","cum hosp",293.768478
"26","2024-05-04","1-4","cum hosp",907.567302
"27","2024-05-04","1-4","cum hosp",682.686234
"35","2024-05-04","1-4","cum hosp",802.87197
"36","2024-05-04","1-4","cum hosp",1897.346123
"41","2024-05-04","1-4","cum hosp",132.049596
"47","2024-05-04","1-4","cum hosp",269.557208
"49","2024-05-04","1-4","cum hosp",673.852252
"US","2024-05-04","1-4","cum hosp",31948.078259
"06","2024-05-04","5-64","cum hosp",3058.380515
"08","2024-05-04","5-64","cum hosp",780.45111
"09","2024-05-04","5-64","cum hosp",602.971788
"13","2024-05-04","5-64","cum hosp",1088.945346
"24","2024-05-04","5-64","cum hosp",708.381981
"26","2024-05-04","5-64","cum hosp",1012.17075
"27","2024-05-04","5-64","cum hosp",422.540018
"35","2024-05-04","5-64","cum hosp",215.259315
"36","2024-05-04","5-64","cum hosp",2817.840978
"41","2024-05-04","5-64","cum hosp",243.422469
"47","2024-05-04","5-64","cum hosp",485.591068
"49","2024-05-04","5-64","cum hosp",454.319256
"US","2024-05-04","5-64","cum hosp",34138.397
"49","2024-05-11","0.5-0.99","cum hosp",312.3525285
"47","2024-05-11","0.5-0.99","cum hosp",136.56769
"41","2024-05-11","0.5-0.99","cum hosp",46.38876
"36","2024-05-11","0.5-0.99","cum hosp",760.415586
"35","2024-05-11","0.5-0.99","cum hosp",294.59869
"27","2024-05-11","0.5-0.99","cum hosp",290.62044
"26","2024-05-11","0.5-0.99","cum hosp",417.7400675
"24","2024-05-11","0.5-0.99","cum hosp",161.311035
"13","2024-05-11","0.5-0.99","cum hosp",124.516661
"09","2024-05-11","0.5-0.99","cum hosp",119.33949
"08","2024-05-11","0.5-0.99","cum hosp",545.999895
"06","2024-05-11","0.5-0.99","cum hosp",706.3850635
"US","2024-05-11","0.5-0.99","cum hosp",13014.2797855
"49","2024-05-11","65-130","cum hosp",258.1124
"47","2024-05-11","65-130","cum hosp",948.708453
"41","2024-05-11","65-130","cum hosp",521.218242
"36","2024-05-11","65-130","cum hosp",4500.796488
"35","2024-05-11","65-130","cum hosp",170.639469
"27","2024-05-11","65-130","cum hosp",729.195892
"26","2024-05-11","65-130","cum hosp",1878.454665
"24","2024-05-11","65-130","cum hosp",1327.189639
"13","2024-05-11","65-130","cum hosp",1589.096082
"09","2024-05-11","65-130","cum hosp",1205.248806
"08","2024-05-11","65-130","cum hosp",837.258808
"06","2024-05-11","65-130","cum hosp",5453.991842
"US","2024-05-11","65-130","cum hosp",56234.390996
"49","2024-05-11","0-130","cum hosp",2042.62399
"49","2024-05-11","1-1.99","cum hosp",314.597556
"47","2024-05-11","0-130","cum hosp",2052.937244
"47","2024-05-11","1-1.99","cum hosp",130.295948
"41","2024-05-11","0-130","cum hosp",987.608945
"41","2024-05-11","1-1.99","cum hosp",79.547542
"36","2024-05-11","0-130","cum hosp",11912.25714
"36","2024-05-11","1-1.99","cum hosp",764.229
"35","2024-05-11","0-130","cum hosp",1789.267308
"35","2024-05-11","1-1.99","cum hosp",430.417272
"27","2024-05-11","0-130","cum hosp",2578.163148
"27","2024-05-11","1-1.99","cum hosp",394.15455
"26","2024-05-11","0-130","cum hosp",4845.492225
"26","2024-05-11","1-1.99","cum hosp",368.452671
"24","2024-05-11","0-130","cum hosp",2784.44102
"24","2024-05-11","1-1.99","cum hosp",136.953288
"13","2024-05-11","0-130","cum hosp",3300.058016
"13","2024-05-11","1-1.99","cum hosp",205.985428
"09","2024-05-11","0-130","cum hosp",2411.645274
"09","2024-05-11","1-1.99","cum hosp",119.5929
"08","2024-05-11","0-130","cum hosp",4364.418496
"08","2024-05-11","1-1.99","cum hosp",677.22135
"06","2024-05-11","0-130","cum hosp",12054.83081
"06","2024-05-11","1-1.99","cum hosp",726.277104
"US","2024-05-11","0-130","cum hosp",151151.03003
"US","2024-05-11","1-1.99","cum hosp",15521.633525
"49","2024-05-11","5-17","cum hosp",188.60418
"47","2024-05-11","5-17","cum hosp",91.749834
"41","2024-05-11","5-17","cum hosp",46.056722
"36","2024-05-11","5-17","cum hosp",427.790366
"35","2024-05-11","5-17","cum hosp",84.575128
"27","2024-05-11","5-17","cum hosp",107.972032
"26","2024-05-11","5-17","cum hosp",177.77951
"24","2024-05-11","5-17","cum hosp",87.713472
"13","2024-05-11","5-17","cum hosp",144.624403
"09","2024-05-11","5-17","cum hosp",63.733068
"08","2024-05-11","5-17","cum hosp",253.83372
"06","2024-05-11","5-17","cum hosp",510.24232
"US","2024-05-11","5-17","cum hosp",6684.907208
"49","2024-05-11","18-49","cum hosp",123.209427
"47","2024-05-11","18-49","cum hosp",93.148192
"41","2024-05-11","18-49","cum hosp",74.289253
"36","2024-05-11","18-49","cum hosp",765.014001
"35","2024-05-11","18-49","cum hosp",54.036297
"27","2024-05-11","18-49","cum hosp",126.713322
"26","2024-05-11","18-49","cum hosp",287.23476
"24","2024-05-11","18-49","cum hosp",236.340722
"13","2024-05-11","18-49","cum hosp",348.318225
"09","2024-05-11","18-49","cum hosp",196.890756
"08","2024-05-11","18-49","cum hosp",200.238568
"06","2024-05-11","18-49","cum hosp",1109.344015
"US","2024-05-11","18-49","cum hosp",10152.58961
"49","2024-05-11","2-4","cum hosp",359.254696
"47","2024-05-11","2-4","cum hosp",139.26126
"41","2024-05-11","2-4","cum hosp",52.502054
"36","2024-05-11","2-4","cum hosp",1142.757938
"35","2024-05-11","2-4","cum hosp",375.854248
"27","2024-05-11","2-4","cum hosp",288.531684
"26","2024-05-11","2-4","cum hosp",539.114631
"24","2024-05-11","2-4","cum hosp",156.81519
"13","2024-05-11","2-4","cum hosp",210.644712
"09","2024-05-11","2-4","cum hosp",139.87512
"08","2024-05-11","2-4","cum hosp",779.395056
"06","2024-05-11","2-4","cum hosp",976.813786
"US","2024-05-11","2-4","cum hosp",16482.776849
"49","2024-05-11","0-0.49","cum hosp",445.737771
"47","2024-05-11","0-0.49","cum hosp",330.52395
"41","2024-05-11","0-0.49","cum hosp",104.37471
"36","2024-05-11","0-0.49","cum hosp",1976.307438
"35","2024-05-11","0-0.49","cum hosp",431.878805
"27","2024-05-11","0-0.49","cum hosp",477.309105
"26","2024-05-11","0-0.49","cum hosp",929.2585175
"24","2024-05-11","0-0.49","cum hosp",313.700688
"13","2024-05-11","0-0.49","cum hosp",323.443429
