"value","type_id","model_name","target_end_date","scenario_id","horizon","location","age_group"
170.5177730585,0.975,3,2023-11-18,1,1,"06","5-64"
174.7926505575,0.99,3,2023-11-18,1,1,"06","5-64"
11.6624705437,0.01,3,2023-11-18,1,1,"06","65-130"
17.6192630024,0.025,3,2023-11-18,1,1,"06","65-130"
20.8545581721,0.05,3,2023-11-18,1,1,"06","65-130"
26.591256535,0.1,3,2023-11-18,1,1,"06","65-130"
41.7179324359,0.25,3,2023-11-18,1,1,"06","65-130"
75.9781810758,0.5,3,2023-11-18,1,1,"06","65-130"
121.0077548334,0.75,3,2023-11-18,1,1,"06","65-130"
145.5323463216,0.9,3,2023-11-18,1,1,"06","65-130"
156.9722876224,0.95,3,2023-11-18,1,1,"06","65-130"
165.0436960742,0.975,3,2023-11-18,1,1,"06","65-130"
166.3787045133,0.99,3,2023-11-18,1,1,"06","65-130"
87.6993550203,0.01,4,2023-11-18,1,1,"06","0-0.99"
89.5281376601,0.025,4,2023-11-18,1,1,"06","0-0.99"
90.8506424449,0.05,4,2023-11-18,1,1,"06","0-0.99"
94.3504119927,0.1,4,2023-11-18,1,1,"06","0-0.99"
103.596434082,0.25,4,2023-11-18,1,1,"06","0-0.99"
440.7473755266,0.5,4,2023-11-18,1,1,"06","0-0.99"
462.0565129444,0.75,4,2023-11-18,1,1,"06","0-0.99"
477.7975679493,0.9,4,2023-11-18,1,1,"06","0-0.99"
483.5076820402,0.95,4,2023-11-18,1,1,"06","0-0.99"
490.4211269,0.975,4,2023-11-18,1,1,"06","0-0.99"
494.3366660366,0.99,4,2023-11-18,1,1,"06","0-0.99"
244.5921226492,0.01,4,2023-11-18,1,1,"06","0-130"
251.6872476945,0.025,4,2023-11-18,1,1,"06","0-130"
259.6106291304,0.05,4,2023-11-18,1,1,"06","0-130"
264.5020541353,0.1,4,2023-11-18,1,1,"06","0-130"
285.3208188359,0.25,4,2023-11-18,1,1,"06","0-130"
1050.1249924858,0.5,4,2023-11-18,1,1,"06","0-130"
1104.6950217568,0.75,4,2023-11-18,1,1,"06","0-130"
1144.525675764,0.9,4,2023-11-18,1,1,"06","0-130"
1151.4154012486,0.95,4,2023-11-18,1,1,"06","0-130"
1177.8865386168,0.975,4,2023-11-18,1,1,"06","0-130"
1187.6907444953,0.99,4,2023-11-18,1,1,"06","0-130"
47.4683736418,0.01,4,2023-11-18,1,1,"06","1-4"
49.9411762225,0.025,4,2023-11-18,1,1,"06","1-4"
51.5441101631,0.05,4,2023-11-18,1,1,"06","1-4"
53.8635180233,0.1,4,2023-11-18,1,1,"06","1-4"
